vtd_2020,vtd_2024,percent_intersection
2400501-004,2400501-011,0.20468934794668286
2400501-004,2400501-004,0.7622882528783096
2400501-004,2400501-017,0.028297090203333097
2400501-003,2400501-003,0.5005865523273789
2400501-003,2400501-011,0.4989340830570001
2400501-010,2400501-019,0.034240324
2400501-010,2400501-020,0.35738936022339024
2400501-010,2400501-010,0.5497747218060794
2400501-010,2400501-012,0.058218583
2400501-009,2400501-009,0.9284909814942044
2400501-009,2400501-020,0.07072668
2400501-007,2400501-007,0.9985572882761471
2400501-008,2400501-008,0.9990847438300468
2400501-002,2400501-002,0.7925901048582072
2400501-002,2400501-018,0.20666734878088852
2400501-001,2400501-021,0.17154200024647767
2400501-001,2400501-001,0.8279235358657363
2400501-016,2400501-016,0.9990181076307371
2400501-011,2400501-003,0.30632927929439757
2400501-011,2400501-011,0.6936274585999953
2400501-014,2400501-014,0.4805938687301128
2400501-014,2400501-022,0.17091950485261634
2400501-014,2400501-015,0.34824290584254985
2400502-009,2400502-009,0.998777183
2400502-010,2400502-010,0.9992386933039449
2400502-011,2400502-011,0.9995706161728022
2400502-015,2400502-015,0.9992964373668978
2400502-012,2400502-012,0.9994834938674314
2400502-021,2400502-021,0.9998945409019263
2400502-002,2400502-002,0.9991634411812591
2400502-029,2400502-029,0.998436394
2400502-003,2400502-005,0.43656240845676725
2400502-003,2400502-003,0.5629744850101832
2400502-013,2400502-013,0.9990371924512429
2400502-004,2400502-004,0.9991156823085239
2400502-024,2400502-024,0.9988040329029652
2400502-008,2400502-008,0.9108029303191343
2400502-008,2400502-023,0.088755358
2400502-019,2400502-019,0.9997907886258492
2400502-005,2400502-005,0.7992813844093523
2400502-005,2400502-004,0.1999071621178948
2400502-026,2400502-026,0.9986032057611562
2400502-006,2400502-006,0.9991504138913622
2400502-007,2400502-007,0.7569724880051725
2400502-007,2400502-028,0.24172608943635832
2400502-020,2400502-020,0.9993565087774683
2400502-027,2400502-027,0.9988002296129405
2400502-028,2400502-006,0.9948931102305566
2400502-025,2400502-025,0.40601969913424507
2400502-025,2400502-008,0.5922188841428251
2400503-004,2400503-004,0.9988432364094251
2400503-013,2400503-013,0.9996409018921759
2400503-010,2400503-010,0.9620018811088904
2400503-010,2400503-011,0.037566706
2400503-006,2400503-006,0.9993382407205278
2400504-003,2400504-003,0.42060012540982794
2400504-003,2400504-013,0.579209379
2400504-011,2400504-011,0.9986719939147667
2400507-002,2400507-002,0.9997079402189235
2400508-012,2400508-012,0.9994403872124313
2400508-008,2400508-008,0.9997645700602434
2400508-018,2400508-018,0.9990728160428108
2400508-026,2400508-026,0.9996537547042567
2400508-004,2400508-005,0.4464770984251839
2400508-004,2400508-004,0.5512738561178108
2400508-025,2400508-025,0.999444282
2400509-015,2400509-015,0.7272566627341122
2400509-015,2400509-016,0.2673705224880719
2400509-016,2400509-016,0.9865457122049605
2400509-009,2400509-008,0.18977836298700348
2400509-009,2400509-009,0.810115331
2400509-004,2400509-029,0.9995001799105379
2400509-024,2400509-024,0.9995077608580195
2400510-001,2400510-001,0.9998861356932752
2400512-008,2400512-008,0.9991142513960888
2400512-007,2400512-007,0.9990398419939588
2400509-026,2400509-027,0.12909246187965523
2400509-026,2400509-009,0.6150836962100387
2400509-026,2400509-023,0.079542738
2400509-026,2400509-026,0.1704526308298931
2400509-018,2400509-018,0.9991058945288942
2400512-010,2400512-010,0.9989895573650498
2400512-011,2400512-011,0.9989944537050582
2400512-003,2400512-003,0.9993632511061227
2400508-013,2400508-013,0.9992556933581085
2400508-015,2400508-014,0.9999479188228376
2400512-006,2400512-006,0.9989813922948889
2400508-028,2400508-028,0.9976998579127687
2400512-009,2400512-009,0.9996772024788935
2400509-003,2400509-003,0.6153054918160238
2400509-003,2400509-030,0.38366810692521314
2400509-017,2400509-017,0.9977458571700316
2400509-028,2400509-028,0.9988199298865664
2400509-002,2400509-004,0.33640843609470494
2400509-002,2400509-002,0.6631001816294465
2400509-001,2400509-001,0.9725924049978244
2400509-001,2400509-002,0.021555978135914398
2400510-007,2400510-006,0.9997725361389663
2400510-002,2400510-002,0.9997296145281456
2400510-004,2400510-004,0.9995462511635115
2400510-006,2400510-001,0.9974053814565257
2400511-002,2400511-002,0.9998933866783446
2400511-007,2400511-018,0.053067794
2400511-007,2400511-007,0.6908050170169188
2400511-007,2400511-020,0.2553627059281736
2400511-010,2400511-010,0.6332576420547588
2400511-010,2400511-008,0.36344606769979276
2400511-012,2400511-012,0.8869500227941389
2400511-012,2400511-010,0.1123954670916433
2400511-005,2400511-004,0.096778958
2400511-005,2400511-005,0.9024572058725643
2400511-017,2400511-017,0.9989976936077731
2400511-022,2400511-022,0.9993401713946652
2400511-020,2400511-004,0.9985227547441383
2400509-025,2400509-024,0.4261012705841352
2400509-025,2400509-025,0.573525996
2400509-014,2400509-014,0.998465866
2400510-005,2400510-005,0.9992570622765509
2400512-002,2400512-002,0.999059885
2400512-004,2400512-004,0.9992583463087304
2400512-001,2400512-001,0.999261114
2400512-012,2400512-012,0.9990056191520509
2400512-013,2400512-013,0.9994088817103531
2400508-021,2400508-021,0.9994173038241361
2400508-023,2400508-023,0.999069862
2400509-020,2400509-020,0.4832713352489092
2400509-020,2400509-015,0.48814513023979567
2400509-020,2400509-028,0.028310367200082173
2400509-013,2400509-013,0.9989934298978743
2400513-001,2400513-001,0.998876121
2400513-009,2400513-009,0.9994298747895064
2400514-002,2400514-004,0.1835258089692801
2400514-002,2400514-002,0.8160099155159372
2400514-007,2400514-007,0.9993322136776837
2400514-004,2400514-003,0.9988202378679497
2400511-006,2400511-006,0.9602091039059125
2400511-006,2400511-012,0.039227158044535755
2400514-013,2400514-013,0.9668321935974574
2400514-013,2400514-005,0.032488233
2400511-018,2400511-018,0.9986286804085083
2400513-005,2400513-005,0.7949075974233742
2400513-005,2400513-002,0.038216493
2400513-005,2400513-001,0.16657063020707957
2400513-003,2400513-004,0.41261581560706523
2400513-003,2400513-003,0.5161705771839471
2400513-003,2400513-002,0.070335484
2400514-012,2400514-012,0.9985508935901739
2400511-027,2400511-025,0.9993002012806474
2400509-019,2400509-019,0.9989091251871938
2400509-029,2400509-029,0.9924200395445423
2400514-014,2400514-006,0.9977263813998245
2400502-022,2400502-020,1
2400508-006,2400508-006,0.9991444505637731
2400508-019,2400508-019,0.9995492331503648
2400508-010,2400508-010,0.9992087766398742
2400508-016,2400508-016,0.986842887
2400508-016,2400508-009,0.012785339381659476
2400508-017,2400508-017,0.999034954
2400508-024,2400508-024,0.9995473389295713
2400508-014,2400508-014,0.43032767194662724
2400508-014,2400508-016,0.5688887009597591
2400509-022,2400509-022,0.9989204824347458
2400511-003,2400511-003,0.9998212673018692
2400511-001,2400511-001,0.9997463938760366
2400511-023,2400511-023,0.7327739243805748
2400511-023,2400511-001,0.2671172796402344
2400511-013,2400511-013,0.9041990089206574
2400511-013,2400511-012,0.088378267
2400509-023,2400509-023,0.892896615
2400509-023,2400509-026,0.10630571867953648
2400511-009,2400511-009,0.9939178744772731
2400511-008,2400511-008,0.9988149385435785
2400511-016,2400511-016,0.9984869260107739
2400511-014,2400511-014,0.9677592200389662
2400511-014,2400511-012,0.032011168
2400511-004,2400511-004,0.9645094862847879
2400511-004,2400511-025,0.035196571
2400511-024,2400511-024,0.9914881250999577
2400511-011,2400511-011,0.9992046378890692
2400511-015,2400511-015,0.9978017926408469
2400509-011,2400509-016,0.058928681
2400509-011,2400509-011,0.9398652309400781
2400509-012,2400509-012,0.9988138439469947
2400509-008,2400509-008,0.9998129121670336
2400513-007,2400513-007,0.9991226858893648
2400514-008,2400514-008,0.8942033664045032
2400514-008,2400514-011,0.10438341366887782
2400514-009,2400514-009,0.9029545662688692
2400514-009,2400514-005,0.091721326
2400514-010,2400514-010,0.9991999594434019
2400514-005,2400514-009,0.033362245
2400514-005,2400514-005,0.9656795540891207
2400514-003,2400514-003,0.9998808127249819
2400514-006,2400514-006,0.9997758403264112
2400514-011,2400514-010,0.4393613423497987
2400514-011,2400514-011,0.5606385356485134
2400513-004,2400513-004,0.5926604794813186
2400513-004,2400513-003,0.40733952049124417
2400514-001,2400514-001,0.9991447766428111
2400513-006,2400513-006,0.9996505231933019
2400513-008,2400513-008,0.9978891082653423
2400513-002,2400513-002,0.9658815960614235
2400513-002,2400513-001,0.033224456661230764
2400511-019,2400511-012,0.14286722633966578
2400511-019,2400511-019,0.8563475395554805
2400511-026,2400511-026,0.9994919920464462
2400502-016,2400502-016,0.9984767519394828
2400509-027,2400509-008,0.9999385503743434
2400511-021,2400511-021,0.9985460595916575
2400502-001,2400502-001,0.9991988750190814
2400502-031,2400502-022,0.9991192088870303
2400502-014,2400502-014,0.8913803081338393
2400502-014,2400502-015,0.10833025772757741
2400502-018,2400502-018,0.9993229947693656
2400502-017,2400502-017,0.9989429431863661
2400502-030,2400502-030,0.9994974672649996
2400502-023,2400502-023,0.9991092062046145
2400503-008,2400503-008,0.9994450434665899
2400503-014,2400503-012,0.22223087480739298
2400503-014,2400503-014,0.7775665215900022
2400503-005,2400503-005,0.9994700887314905
2400503-009,2400503-009,0.9991234543021149
2400503-012,2400503-013,0.15951196567409667
2400503-012,2400503-012,0.8399310950370455
2400503-001,2400503-001,0.999222165
2400505-001,2400505-001,0.9999447409171704
2400515-020,2400515-020,0.9996073464574982
2400515-022,2400515-021,0.1878497757312702
2400515-022,2400515-022,0.812026396
2400515-023,2400515-023,0.9993074769660568
2400515-004,2400515-004,0.9993533079128951
2400515-026,2400515-026,0.9995344604774291
2400515-007,2400515-007,0.9993629836450716
2400515-006,2400515-006,0.9997100041823618
2400503-011,2400503-011,0.9097773866322869
2400503-011,2400503-012,0.089663121
2400515-014,2400515-014,0.9989155477640703
2400515-018,2400515-018,0.9987422788057202
2400515-010,2400515-010,0.9988941273310483
2400515-017,2400515-017,0.9993745092783787
2400515-015,2400515-015,0.9989648167595965
2400504-014,2400504-014,0.99952427
2400504-002,2400504-002,0.9992677740037887
2400504-005,2400504-005,0.9991531271621428
2400504-007,2400504-010,0.043548984
2400504-007,2400504-007,0.9563847259104781
2400504-013,2400504-013,0.999617691
2400504-009,2400504-009,0.9484110064550804
2400504-009,2400504-016,0.051516927458045106
2400507-003,2400507-003,0.9991838299255501
2400507-001,2400507-001,0.9977755896093214
2400508-011,2400508-020,0.26662671092144297
2400508-011,2400508-011,0.7325844635209219
2400508-005,2400508-012,0.09813895
2400508-005,2400508-006,0.028098356
2400508-005,2400508-005,0.8732652431715416
2400508-007,2400508-007,0.8713072141154042
2400508-007,2400508-006,0.023556134755225215
2400508-007,2400508-003,0.10486579197517454
2400504-015,2400504-015,0.997171266
2400508-020,2400508-020,0.9992119143551719
2400508-002,2400508-002,0.9991384724258707
2400508-022,2400508-022,0.6374401635560915
2400508-022,2400508-003,0.36206612398451427
2400508-003,2400508-007,0.022649053881408397
2400508-003,2400508-003,0.9773046142805417
2400508-001,2400508-001,0.9889788285621831
2400508-009,2400508-009,0.9992543077188184
2400508-027,2400508-027,0.3925939627795893
2400508-027,2400508-029,0.26616018883944736
2400508-027,2400508-015,0.3410208145248866
2400509-021,2400509-021,0.9987431510031425
2400509-010,2400509-005,0.060158796
2400509-010,2400509-010,0.4942832122013295
2400509-010,2400509-006,0.090919778
2400509-010,2400509-027,0.35412175735243057
2400509-007,2400509-031,0.20654263831635247
2400509-007,2400509-007,0.7924090173661117
2400509-005,2400509-005,0.7156987601389861
2400509-005,2400509-006,0.27997384173730694
2400510-003,2400510-003,0.9997697426979634
2400512-005,2400512-005,0.9995617162596632
2400509-006,2400509-005,0.092269643
2400509-006,2400509-006,0.906760701
2400901-004,2400901-003,0.44851030111994533
2400901-004,2400901-004,0.5514896918235286
2400901-001,2400901-001,0.9985660745342718
2400901-002,2400901-002,0.9343212709741509
2400901-002,2400901-003,0.065653404
2400901-003,2400901-003,0.9999999789190607
2400901-006,2400901-005,0.9988320584719831
2400901-007,2400901-005,0.9989655149626373
2400901-005,2400901-002,0.998542216
2400902-004,2400902-004,0.9957275554157249
2400902-001,2400901-004,0.37302819740596455
2400902-001,2400902-001,0.6255292672117787
2400902-007,2400902-003,0.21950863310901247
2400902-007,2400903-003,0.15864649135747275
2400902-007,2400903-006,0.6218448756857247
2400902-008,2400902-006,0.9999999848678833
2400902-003,2400902-003,1.0000000001267877
2400902-002,2400902-002,0.9999385552472091
2400902-005,2400902-005,0.9999999708002885
2400902-006,2400902-003,0.9981431719864498
2400903-002,2400903-003,0.9755584362532913
2400903-002,2400903-002,0.024451511681613785
2400903-006,2400903-006,1.0000000015362778
2400903-003,2400902-003,0.506236183
2400903-003,2400903-003,0.49367143756824977
2400903-001,2400903-001,0.9999999059404154
2400903-004,2400903-004,0.9966295616438278
2400903-008,2400903-002,0.9994291909795282
2400903-007,2400903-007,0.9921369368458505
2400903-005,2400903-003,0.033188923
2400903-005,2400903-005,0.964109984
2401101-001,2401101-001,0.9980991932551339
2401102-001,2401102-001,0.995592547
2401105-001,2401105-001,0.9984397736190884
2401107-001,2401107-001,0.9952182628217044
2401108-001,2401108-001,0.997174092
2401103-001,2401103-001,0.9978390700008165
2401104-001,2401104-001,0.9987631130074938
2401106-001,2401106-001,0.9987545938845247
2401301-001,2401301-001,0.9999601949598138
2401301-002,2401301-002,0.9997122544272254
2401302-001,2401302-001,0.9977442472648785
2401302-002,2401302-001,0.9998125183793687
2401303-001,2401303-002,0.1309134868638992
2401303-001,2401303-001,0.8690643183330299
2401314-002,2401314-003,0.11581284307480597
2401314-002,2401314-005,0.8835095716035154
2401314-001,2401314-003,0.035658728279210336
2401314-001,2401314-002,0.6313469502528785
2401314-001,2401314-001,0.3327481371628774
2401304-003,2401304-003,0.5746432375179229
2401304-003,2401304-007,0.22850910292849294
2401304-003,2401304-001,0.076622994
2401304-003,2401304-004,0.11955272010511485
2401305-004,2401305-003,0.032235094
2401305-004,2401305-005,0.4742577314949619
2401305-004,2401305-004,0.4934252336071136
2401305-003,2401305-003,0.3032357764110489
2401305-003,2401305-004,0.6965942129239203
2401306-002,2401306-003,0.7370155066859209
2401306-002,2401306-002,0.078291349
2401306-002,2401306-004,0.1846195465575597
2401306-001,2401306-003,0.23051313964103512
2401306-001,2401306-002,0.3177713867950888
2401306-001,2401306-001,0.2473547262228687
2401306-001,2401306-005,0.09768753
2401306-001,2401306-004,0.10663906508692958
2401304-001,2401304-002,0.8329652901559269
2401304-001,2401304-001,0.16695959109111816
2401304-002,2401304-006,0.956097658
2401304-002,2401304-005,0.04363288
2401314-003,2401314-005,0.999650257
2401305-005,2401305-003,0.13943815189237513
2401305-005,2401305-006,0.8603530086962037
2401305-002,2401305-002,0.24539725700773096
2401305-002,2401305-001,0.024831774
2401305-002,2401305-003,0.7292509543999661
2401307-004,2401307-009,0.10465872600103232
2401307-004,2401307-002,0.6302253188295692
2401307-004,2401307-003,0.1039760136508607
2401307-004,2401307-010,0.1546781712308041
2401308-001,2401308-002,0.675071704
2401308-001,2401308-003,0.3246976396539315
2401309-002,2401309-001,0.9998858772035627
2401309-001,2401309-001,0.9619504529899507
2401309-001,2401309-002,0.035762514
2401305-001,2401305-006,0.9997651732135826
2401307-001,2401307-004,0.9995573898961843
2401308-002,2401308-001,0.9996258505413437
2401305-006,2401305-006,0.9996651561917402
2401307-008,2401307-006,0.6034021111793969
2401307-008,2401307-007,0.3940325658196878
2401307-002,2401307-003,0.9129126480333402
2401307-002,2401307-010,0.086978776
2401307-003,2401307-005,0.999572859
2401307-007,2401307-009,0.2962654411779093
2401307-007,2401307-007,0.7033303515647518
2401307-006,2401307-005,0.9997210062566413
2401308-003,2401308-001,0.9990345516536548
2401307-005,2401307-007,0.999998093
2401310-001,2401310-001,0.9998650528046354
2401311-001,2401311-001,0.942914295
2401311-001,2401311-002,0.056958982425220864
2401312-001,2401312-001,0.9998032785801519
2401313-001,2401313-001,0.9998614359842783
2401501-001,2401501-001,0.9997417719194852
2401502-001,2401502-001,0.9997921780676193
2401502-002,2401502-002,0.9998203231143205
2401503-002,2401503-002,0.9928315978702982
2401503-001,2401503-001,0.8820775674623533
2401503-001,2401503-003,0.1175127601822313
2401503-007,2401503-002,0.9927007688134885
2401503-003,2401503-003,0.9963800984510481
2401503-006,2401503-005,0.3046250147612376
2401503-006,2401503-004,0.6935203833327636
2401503-005,2401503-001,0.9520009105680138
2401503-005,2401503-003,0.046412886
2401503-004,2401503-003,0.9901430235613745
2401508-001,2401508-001,0.9968272807034543
2401506-002,2401506-002,0.755243129
2401506-002,2401506-004,0.23963647056577544
2401504-001,2401504-003,0.28134552099613047
2401504-001,2401504-001,0.7184326870428914
2401504-002,2401504-002,0.9986019807356163
2401507-002,2401507-002,0.9972830264273674
2401509-001,2401509-001,0.9996540343421583
2401509-002,2401509-002,0.9997877456378462
2401507-001,2401507-001,0.7839020123416873
2401507-001,2401507-003,0.21073918228590685
2401506-001,2401506-001,0.9997401805889935
2401506-003,2401506-003,0.9975392915590476
2401507-003,2401507-001,0.9998664729920105
2401507-004,2401507-004,0.9914345655385693
2401505-005,2401505-005,0.9991640303393903
2401505-001,2401505-001,0.49470784719834576
2401505-001,2401505-004,0.5003690563660703
2401505-003,2401505-003,0.9999437750427167
2401505-004,2401505-005,0.032747457
2401505-004,2401505-004,0.964225562
2401505-006,2401505-006,0.9992159735581303
2401505-002,2401505-002,0.9942043646735453
2401706-002,2401706-002,0.9999999691591642
2401706-015,2401706-010,0.9999999174983729
2401706-006,2401706-006,0.9999999192202809
2401706-022,2401706-016,1.0000000016308481
2401706-004,2401706-004,0.999999869
2401706-016,2401706-004,0.9999999542951211
2401706-007,2401706-007,0.9999999241947506
2401706-009,2401706-009,0.9999998812920577
2401706-013,2401706-011,0.9999999890922714
2401706-010,2401706-010,0.9999999200064928
2401706-001,2401706-001,0.9999999830593317
2401706-020,2401706-015,0.9999998068325364
2401706-014,2401706-001,0.9999999742448329
2401706-008,2401706-008,0.9999999005056367
2401706-018,2401706-013,0.9999999319654509
2401706-012,2401706-012,0.9999999410361957
2401706-005,2401706-005,0.9999999416227721
2401706-011,2401706-011,0.9999999574678018
2401706-017,2401706-008,0.9999998998752865
2401706-021,2401706-003,0.9999999032962947
2401707-003,2401707-003,0.9999999878902154
2401707-001,2401707-001,0.9999999634039299
2401707-002,2401707-002,0.9999999015450369
2401707-004,2401707-003,0.9999999999167875
2401708-004,2401708-005,0.47275618669670655
2401708-004,2401708-003,0.5272437897988251
2401708-005,2401708-001,0.4028596503285401
2401708-005,2401708-004,0.597140276
2401708-002,2401708-002,0.9999999958794329
2401708-001,2401708-001,0.6650829915758907
2401708-001,2401708-004,0.3349169884222381
2401708-003,2401708-002,0.9999999917324474
2401709-002,2401709-002,0.7969353019773655
2401709-002,2401709-001,0.20306470719815878
2401709-001,2401709-001,0.999999991
2401710-001,2401710-001,0.9999999926241429
2401701-001,2401701-001,0.9999999379075479
2401701-002,2401701-002,0.99999998
2401701-004,2401701-002,0.9999999641126021
2401701-003,2401701-001,0.9999999372708764
2401702-001,2401702-001,0.9999999833470474
2401703-001,2401703-001,0.9999999942400625
2401704-002,2401704-002,0.9999999787960206
2401704-001,2401704-001,0.9999999834063446
2401705-001,2401705-001,0.9999999937648767
2401706-003,2401706-003,0.9999999508754528
2401706-019,2401706-014,0.999999978
2401901-001,2401901-001,0.9999995655692988
2401902-001,2401902-005,0.23280575157385622
2401902-001,2401902-001,0.7381730997148372
2401902-001,2401902-002,0.028712826741837418
2401902-004,2401902-004,0.9999974310359072
2401902-003,2401902-003,0.9999199673758699
2401902-002,2401902-002,0.9999122330620408
2401903-002,2401903-002,0.9987609479923124
2401903-001,2401903-001,0.7990595027032797
2401903-001,2401903-003,0.20093892454773116
2401906-001,2401906-001,0.9999998964205027
2401913-001,2401913-001,0.9999615529992197
2401912-002,2401912-002,0.9992107403749099
2401912-001,2401912-001,0.9999978301097527
2401915-003,2401915-003,0.9999540622200869
2401915-001,2401915-003,0.043761031536204885
2401915-001,2401915-001,0.9276102092022078
2401915-001,2401915-004,0.028626208374316935
2401915-002,2401915-002,0.9999950225158885
2401904-001,2401904-001,0.999983786
2401907-004,2401907-008,0.19457419935789602
2401907-004,2401907-004,0.7501654695344304
2401907-004,2401907-009,0.054350283
2401909-001,2401909-001,0.999998723
2401913-002,2401913-002,0.9999972800672248
2401907-010,2401907-012,0.37026643419522826
2401907-010,2401907-010,0.629729098
2401905-001,2401905-001,0.9999976034807654
2401908-001,2401908-001,1
2401914-001,2401914-001,0.8800774877463305
2401914-001,2401914-003,0.11975842392660002
2401914-002,2401914-002,0.9998165493221604
2401914-003,2401914-001,0.2995963600394513
2401914-003,2401914-003,0.4015592313790951
2401914-003,2401914-004,0.29884176868302864
2401917-001,2401917-001,0.9979892409176027
2401916-001,2401916-001,0.9999991313436064
2401918-001,2401918-001,0.9999999671464034
2401907-001,2401907-001,0.9999910655706101
2401907-008,2401907-004,0.9999994920863201
2401907-003,2401907-003,0.9998206480092642
2401907-009,2401907-008,0.4156406461056385
2401907-009,2401907-009,0.5438342287646122
2401907-009,2401907-005,0.040520116
2401907-006,2401907-006,0.999996295
2401907-007,2401907-003,0.010483588760174637
2401907-007,2401907-007,0.9890982830183329
2401910-001,2401910-001,0.9999999046949669
2401911-001,2401911-001,0.9999996351530643
2401917-002,2401917-001,0.013726673470654975
2401917-002,2401917-002,0.9862721566900926
2401907-002,2401907-002,0.9956259682855564
2401907-011,2401907-011,0.999979784
2401907-005,2401907-005,0.9999826805616038
2401914-004,2401914-004,0.9999234292560601
2402101-003,2402101-003,0.9988534828709411
2402101-002,2402101-002,0.983047727
2402101-001,2402101-001,0.9986625643780351
2402102-016,2402102-016,0.9923583319684878
2402102-006,2402102-006,0.9898051459828965
2402102-015,2402102-015,0.9964767976991246
2402102-005,2402102-005,0.9977278696414856
2402102-008,2402102-008,0.9961049930658875
2402102-010,2402102-010,0.9946690870152572
2402102-011,2402102-005,0.012495394226604933
2402102-011,2402102-011,0.9820868436938279
2402102-007,2402102-007,0.996748939
2402102-017,2402102-013,0.9866823611484176
2402102-003,2402102-003,0.9946128276543489
2402102-001,2402102-001,0.9882566478149194
2402102-018,2402102-018,0.9998200410905267
2402102-002,2402102-002,0.9937555806012885
2402102-014,2402102-014,0.9959066108811785
2402102-004,2402102-004,0.9963119835597132
2402102-013,2402102-013,0.9975613588014214
2402123-001,2402123-005,0.17252469139912233
2402123-001,2402123-001,0.826233891
2402103-003,2402124-001,0.012023182425328736
2402103-003,2402103-001,0.9875375713251232
2402103-001,2402103-001,0.9999008398414263
2402103-002,2402103-002,0.9984800422953434
2402104-001,2402104-001,0.9890561354208685
2402105-001,2402105-001,0.8659867180552553
2402105-001,2402105-002,0.13329089388340012
2402106-001,2402106-001,0.9999363465890639
2402107-004,2402107-004,0.9991257127118226
2402107-003,2402107-003,0.9937163696283825
2402107-007,2402107-007,0.9993688159693828
2402107-001,2402107-001,0.994738527
2402107-005,2402107-003,0.9989462172337819
2402107-002,2402107-002,0.9989419157558056
2402108-001,2402108-001,0.9979651297868798
2402109-007,2402109-007,0.9856540279807312
2402109-005,2402109-005,0.9942869834831933
2402109-006,2402109-006,0.9942225785864792
2402109-001,2402109-001,0.9941272040745955
2402109-009,2402109-003,0.9970459762822598
2402109-003,2402109-003,0.993867776
2402109-004,2402109-004,0.9908047712343615
2402109-002,2402109-002,0.9967566985467288
2402109-008,2402109-006,0.9996534263287032
2402110-001,2402110-001,0.5422019705345663
2402110-001,2402110-002,0.45582830474611585
2402111-001,2402111-001,0.9975730497270265
2402112-001,2402112-001,0.9993619908813957
2402112-002,2402112-001,0.9999996155812944
2402113-003,2402113-003,0.9992752294886323
2402113-001,2402113-001,0.9946420744530163
2402113-002,2402113-001,0.8305785030715983
2402113-002,2402113-003,0.16942143892007153
2402114-002,2402114-001,0.9999984757512487
2402114-001,2402114-001,0.9999494285636369
2402115-002,2402115-003,0.084614462
2402115-002,2402115-002,0.8972037881321394
2402115-001,2402115-001,0.8890222317167864
2402115-001,2402115-002,0.1103368826022582
2402116-001,2402116-001,0.9873264104945695
2402117-001,2402117-001,0.9995038846547445
2402118-002,2402118-002,0.997800276
2402118-001,2402118-001,0.3880894306654866
2402118-001,2402118-002,0.6119105694878323
2402118-003,2402118-002,0.9901544451562132
2402119-001,2402119-001,0.9985291020079075
2402120-001,2402120-001,0.9999950456053478
2402121-002,2402121-002,0.9947104680544513
2402121-001,2402121-001,0.9995670262876186
2402121-007,2402121-001,0.8735471935005974
2402121-007,2402121-009,0.12642216194382633
2402121-004,2402121-001,0.011566063
2402121-004,2402121-003,0.9781418969829625
2402121-003,2402121-003,0.9971140592484462
2402122-001,2402122-001,0.99927161
2402123-002,2402123-002,0.9969727713069575
2402124-002,2402124-002,0.9996915414393265
2402124-001,2402124-001,0.9982811624621155
2402124-005,2402124-002,0.9933513141688892
2402124-003,2402124-001,0.9998924966416406
2402124-004,2402124-002,0.9999967606157883
2402125-001,2402125-001,0.9999923795446742
2402126-001,2402126-001,0.9923699977257818
2402126-002,2402126-002,0.9921803066945817
2402121-005,2402121-001,0.999473282
2402123-003,2402124-002,0.6652249602590504
2402123-003,2402123-005,0.33477503798070285
2402120-002,2402120-001,0.9942350349087394
2402121-008,2402121-002,0.9999866020644316
2402122-002,2402122-001,1
2402123-004,2402124-002,0.012331265092479499
2402123-004,2402123-002,0.9876646733726047
2402121-006,2402121-001,0.9449760049530406
2402121-006,2402102-010,0.055023960185514253
2402107-006,2402109-003,0.9957033360138589
2402124-006,2402124-002,0.9999981668596241
2402301-001,2402301-001,0.9923892284607028
2402302-001,2402302-001,0.99184584
2402303-002,2402303-002,0.9885598411331804
2402303-001,2402303-001,0.9959840993387821
2402304-001,2402304-001,0.9776891279672829
2402305-001,2402312-001,0.010581766849647187
2402305-001,2402305-001,0.9817839936441788
2402306-001,2402306-001,0.9902979214365077
2402307-001,2402307-001,0.9750973233516497
2402308-002,2402308-002,0.9920132117251922
2402308-001,2402308-001,0.9761479336389757
2402308-001,2402308-002,0.019571213484895256
2402309-001,2400118-000,0.016412859481137028
2402309-001,2402315-001,0.010728461697020996
2402309-001,2400113-000,0.014950732231401996
2402309-001,2402309-001,0.9882537429174089
2402310-001,2402310-001,0.9874553896118414
2402311-001,2400109-000,0.011124677
2402311-001,2402311-001,0.9795891259072682
2402312-001,2402312-001,0.9940978977193259
2402313-001,2402310-001,0.026477578
2402313-001,2402313-001,0.9691875528235553
2402314-002,2402314-002,0.9988004247756348
2402314-001,2402314-001,0.9954644847292267
2402315-001,2402315-001,0.9887924407250755
2402316-001,2402316-001,0.992243837
2402502-022,2402502-004,0.9973305372861624
2402502-001,2402502-005,0.9999999447256814
2402502-005,2402502-006,0.9999999815315094
2402502-006,2402502-006,0.9999998608564706
2402503-004,2402503-001,0.9999999819174232
2402503-010,2402503-011,0.999469418
2402503-024,2402503-006,0.2721265566807937
2402503-024,2402503-002,0.7278734166807275
2402503-008,2402503-005,0.999999916
2402503-013,2402503-006,0.19111913825435356
2402503-013,2402503-009,0.10507448902365708
2402503-013,2402503-010,0.6996917187739791
2402503-005,2402503-001,0.993842321
2402503-009,2402503-003,0.9999999388232057
2402506-002,2402506-002,0.9999999478824475
2402506-001,2402506-005,0.9999999354543867
2402506-007,2402506-001,0.28782243700759214
2402506-007,2402506-004,0.021662937862753303
2402506-007,2402506-003,0.6905145448346218
2402506-003,2402506-005,0.996523618
2402506-006,2402506-004,0.9991613628402842
2402503-014,2402503-014,0.9992799715758802
2402503-007,2402503-009,0.9999999782883549
2402503-026,2402503-002,0.9999999400604607
2402503-003,2402503-009,0.21843892109102583
2402503-003,2402503-004,0.7815610517587376
2402503-022,2402503-007,0.9999999710176686
2402503-018,2402503-013,0.7678992159545888
2402503-018,2402503-012,0.22674425253459504
